code,description_es,description_pt
Y139,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada - local não especificado"
Y14,Envenenamiento por,
Y140,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - residência"
Y141,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - habitação coletiva"
Y142,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - escolas, outras instituições e áreas de administração pública"
Y143,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - área para a prática de esportes e atletismo"
Y144,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - rua e estrada"
Y145,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - áreas de comércio e de serviços"
Y146,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - áreas industriais e em construção"
Y147,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - fazenda"
Y148,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - outros locais especificados"
Y149,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - local não especificado"
Y15,Envenenamiento por,
Y150,Envenenamiento por,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - residência"
Y151,Envenenamiento por,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - habitação coletiva"
Y152,Envenenamiento por,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - escolas, outras instituições e áreas de administração pública"
Y153,Envenenamiento por,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - área para a prática de esportes e atletismo"
Y154,Envenenamiento por,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - rua e estrada"
Y155,Envenenamiento por,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - áreas de comércio e de serviços"
Y156,Envenenamiento por,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - áreas industriais e em construção"
Y157,Envenenamiento por,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - fazenda"
Y158,Envenenamiento por,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - outros locais especificados"
Y159,Envenenamiento por,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - local não especificado"
Y16,Envenenamiento por,
Y160,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - residência"
Y161,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - habitação coletiva"
Y162,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - escolas, outras instituições e áreas de administração pública"
Y163,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - área para a prática de esportes e atletismo"
Y164,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - rua e estrada"
Y165,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - áreas de comércio e de serviços"
Y166,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - áreas industriais e em construção"
Y167,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - fazenda"
Y168,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - outros locais especificados"
Y169,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - local não especificado"
Y17,Envenenamiento por,
Y170,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - residência"
Y171,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - habitação coletiva"
Y172,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - escolas, outras instituições e áreas de administração pública"
Y173,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - área para a prática de esportes e atletismo"
Y174,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - rua e estrada"
Y175,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - áreas de comércio e de serviços"
Y176,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - áreas industriais e em construção"
Y177,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - fazenda"
Y178,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - outros locais especificados"
Y179,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - local não especificado"
Y18,Envenenamiento por,
Y180,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - residência"
Y181,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - habitação coletiva"
Y182,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - escolas, outras instituições e áreas de administração pública"
Y183,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - área para a prática de esportes e atletismo"
Y184,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - rua e estrada"
Y185,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - áreas de comércio e de serviços"
Y186,Envenenamiento por,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - áreas industriais e em construção"
